referenceid,endpoint,resolverid,displaycolor
civ6customization,https://civ6customization.gamepedia.com/api.php,generic,"!random"
prismata,https://prismata.gamepedia.com/api.php,generic,"!random"
forestvillage,https://forestvillage.gamepedia.com/api.php,generic,"!random"
hurtworld,https://hurtworld.gamepedia.com/api.php,generic,"!random"
detroitbecomehuman,https://detroitbecomehuman.gamepedia.com/api.php,generic,"!random"
projectgenom,https://projectgenom.gamepedia.com/api.php,generic,"!random"
armorblitz,https://armorblitz.gamepedia.com/api.php,generic,"!random"
mythgard,https://mythgard.gamepedia.com/api.php,generic,"!random"
raft,https://raft.gamepedia.com/api.php,generic,"!random"
planetcoaster,https://planetcoaster.gamepedia.com/api.php,generic,"!random"
closecombatthebloodyfirst,https://closecombatthebloodyfirst.gamepedia.com/api.php,generic,"!random"
systemshock,https://systemshock.gamepedia.com/api.php,generic,"!random"
superfighters,https://superfighters.gamepedia.com/api.php,generic,"!random"
thecycle,https://thecycle.gamepedia.com/api.php,generic,"!random"
journeyoflife,https://journeyoflife.gamepedia.com/api.php,generic,"!random"
madmax,https://madmax.gamepedia.com/api.php,generic,"!random"
digordie,https://digordie.gamepedia.com/api.php,generic,"!random"
twopointhospital,https://twopointhospital.gamepedia.com/api.php,generic,"!random"
godus,https://godus.gamepedia.com/api.php,generic,"!random"
thewitness,https://thewitness.gamepedia.com/api.php,generic,"!random"
barotrauma,https://barotrauma.gamepedia.com/api.php,generic,"!random"
themetronomicon,https://themetronomicon.gamepedia.com/api.php,generic,"!random"
deceit,https://deceit.gamepedia.com/api.php,generic,"!random"
minimaxtinyverse,https://minimaxtinyverse.gamepedia.com/api.php,generic,"!random"
orientalempires,https://orientalempires.gamepedia.com/api.php,generic,"!random"
descenders,https://descenders.gamepedia.com/api.php,generic,"!random"
fridaythe13th,https://fridaythe13th.gamepedia.com/api.php,generic,"!random"
pixelprivateers,https://pixelprivateers.gamepedia.com/api.php,generic,"!random"
thelongjourneyhome,https://thelongjourneyhome.gamepedia.com/api.php,generic,"!random"
simcity,https://simcity.gamepedia.com/api.php,generic,"!random"
kingsandlegends,https://kingsandlegends.gamepedia.com/api.php,generic,"!random"
bindingofsteve,https://bindingofsteve.gamepedia.com/api.php,generic,"!random"
survivingmars,https://survivingmars.gamepedia.com/api.php,generic,"!random"
hades,https://hades.gamepedia.com/api.php,generic,"!random"
houseflipper,https://houseflipper.gamepedia.com/api.php,generic,"!random"
cardlife,https://cardlife.gamepedia.com/api.php,generic,"!random"
hytale,https://hytale.gamepedia.com/api.php,generic,"!random"
remnantfromtheashes,https://remnantfromtheashes.gamepedia.com/api.php,generic,"!random"
paragon,https://paragon.gamepedia.com/api.php,generic,"!random"
pyre,https://pyre.gamepedia.com/api.php,generic,"!random"
agentsofmayhem,https://agentsofmayhem.gamepedia.com/api.php,generic,"!random"
mutantfootball,https://mutantfootball.gamepedia.com/api.php,generic,"!random"
wakfu,https://wakfu.gamepedia.com/api.php,generic,"!random"
royalquest,https://royalquest.gamepedia.com/api.php,generic,"!random"
exploits,https://exploits.gamepedia.com/api.php,generic,"!random"
revelationonline,https://revelationonline.gamepedia.com/api.php,generic,"!random"
hasbeenheroes,https://hasbeenheroes.gamepedia.com/api.php,generic,"!random"
threshold,https://threshold.gamepedia.com/api.php,generic,"!random"
magikarpjump,https://magikarpjump.gamepedia.com/api.php,generic,"!random"
mistsurvival,https://mistsurvival.gamepedia.com/api.php,generic,"!random"
evolve,https://evolve.gamepedia.com/api.php,generic,"!random"
deathgarden,https://deathgarden.gamepedia.com/api.php,generic,"!random"
handoffate,https://handoffate.gamepedia.com/api.php,generic,"!random"
ninokuni2,https://ninokuni2.gamepedia.com/api.php,generic,"!random"
crossout,https://crossout.gamepedia.com/api.php,generic,"!random"
gauntlet,https://gauntlet.gamepedia.com/api.php,generic,"!random"
signsoflife,https://signsoflife.gamepedia.com/api.php,generic,"!random"
civilizationcraft,https://civilizationcraft.gamepedia.com/api.php,generic,"!random"
gameofthronesascent,https://gameofthronesascent.gamepedia.com/api.php,generic,"!random"
cryofall,https://cryofall.gamepedia.com/api.php,generic,"!random"
starlancer,https://starlancer.gamepedia.com/api.php,generic,"!random"
freeman,https://freeman.gamepedia.com/api.php,generic,"!random"
thewildeight,https://thewildeight.gamepedia.com/api.php,generic,"!random"
roshpitchampions,https://roshpitchampions.gamepedia.com/api.php,generic,"!random"
vagante,https://vagante.gamepedia.com/api.php,generic,"!random"
stormworks,https://stormworks.gamepedia.com/api.php,generic,"!random"
moebius,https://moebius.gamepedia.com/api.php,generic,"!random"
tboigenesis,https://tboigenesis.gamepedia.com/api.php,generic,"!random"
azraelstear,https://azraelstear.gamepedia.com/api.php,generic,"!random"
lunaticmod,https://lunaticmod.gamepedia.com/api.php,generic,"!random"
plunderpirates,https://plunderpirates.gamepedia.com/api.php,generic,"!random"
cendric,https://cendric.gamepedia.com/api.php,generic,"!random"
runningwithrifles,https://runningwithrifles.gamepedia.com/api.php,generic,"!random"
masterxmaster,https://masterxmaster.gamepedia.com/api.php,generic,"!random"
fromthedepths,https://fromthedepths.gamepedia.com/api.php,generic,"!random"
totalminer,https://totalminer.gamepedia.com/api.php,generic,"!random"
minionmasters,https://minionmasters.gamepedia.com/api.php,generic,"!random"
citadelforgedwithfire,https://citadelforgedwithfire.gamepedia.com/api.php,generic,"!random"
shardsofazuria,https://shardsofazuria.gamepedia.com/api.php,generic,"!random"
finalfantasydimensions2,https://finalfantasydimensions2.gamepedia.com/api.php,generic,"!random"
eccentricbiomes,https://eccentricbiomes.gamepedia.com/api.php,generic,"!random"
brickforce,https://brickforce.gamepedia.com/api.php,generic,"!random"
towncraft,https://towncraft.gamepedia.com/api.php,generic,"!random"
shadowofwar,https://shadowofwar.gamepedia.com/api.php,generic,"!random"
warframe,https://warframe.gamepedia.com/api.php,generic,"!random"
shadowverse,https://shadowverse.gamepedia.com/api.php,generic,"!random"
knightschronicle,https://knightschronicle.gamepedia.com/api.php,generic,"!random"
moddingofisaac,https://moddingofisaac.gamepedia.com/api.php,generic,"!random"
colonysurvival,https://colonysurvival.gamepedia.com/api.php,generic,"!random"
titans,https://titans.gamepedia.com/api.php,generic,"!random"
dawnoftitans,https://dawnoftitans.gamepedia.com/api.php,generic,"!random"
hazardops,https://hazardops.gamepedia.com/api.php,generic,"!random"
survivethenights,https://survivethenights.gamepedia.com/api.php,generic,"!random"
civwar,https://civwar.gamepedia.com/api.php,generic,"!random"
rainbowsixsiege,https://rainbowsixsiege.gamepedia.com/api.php,generic,"!random"
ageofdecadence,https://ageofdecadence.gamepedia.com/api.php,generic,"!random"
tmole,https://tmole.gamepedia.com/api.php,generic,"!random"
hover,https://hover.gamepedia.com/api.php,generic,"!random"
deadinvinland,https://deadinvinland.gamepedia.com/api.php,generic,"!random"
evospace,https://evospace.gamepedia.com/api.php,generic,"!random"
hordesio,https://hordesio.gamepedia.com/api.php,generic,"!random"
riseofkings,https://riseofkings.gamepedia.com/api.php,generic,"!random"
rainworld,https://rainworld.gamepedia.com/api.php,generic,"!random"
cobalt,https://cobalt.gamepedia.com/api.php,generic,"!random"
battleborn,https://battleborn.gamepedia.com/api.php,generic,"!random"
inquisitormartyr,https://inquisitormartyr.gamepedia.com/api.php,generic,"!random"
treeoflife,https://treeoflife.gamepedia.com/api.php,generic,"!random"
forcedshowdown,https://forcedshowdown.gamepedia.com/api.php,generic,"!random"
dawnofman,https://dawnofman.gamepedia.com/api.php,generic,"!random"
startrekadversaries,https://startrekadversaries.gamepedia.com/api.php,generic,"!random"
ballisticng,https://ballisticng.gamepedia.com/api.php,generic,"!random"
dyinglight,https://dyinglight.gamepedia.com/api.php,generic,"!random"
shardbound,https://shardbound.gamepedia.com/api.php,generic,"!random"
fracturedbutwhole,https://fracturedbutwhole.gamepedia.com/api.php,generic,"!random"
chasm,https://chasm.gamepedia.com/api.php,generic,"!random"
genesis,https://genesis.gamepedia.com/api.php,generic,"!random"
grimmwood,https://grimmwood.gamepedia.com/api.php,generic,"!random"
childrenofmorta,https://childrenofmorta.gamepedia.com/api.php,generic,"!random"
goliath,https://goliath.gamepedia.com/api.php,generic,"!random"
everoasis,https://everoasis.gamepedia.com/api.php,generic,"!random"
incelebrationofviolence,https://incelebrationofviolence.gamepedia.com/api.php,generic,"!random"
legostarwarstheforceawakens,https://legostarwarstheforceawakens.gamepedia.com/api.php,generic,"!random"
theblackdeath,https://theblackdeath.gamepedia.com/api.php,generic,"!random"
arcfall,https://arcfall.gamepedia.com/api.php,generic,"!random"
ancestors,https://ancestors.gamepedia.com/api.php,generic,"!random"
astrolords,https://astrolords.gamepedia.com/api.php,generic,"!random"
factorytown,https://factorytown.gamepedia.com/api.php,generic,"!random"
kynseed,https://kynseed.gamepedia.com/api.php,generic,"!random"
waywardterranfrontier,https://waywardterranfrontier.gamepedia.com/api.php,generic,"!random"
fantasygeneral2,https://fantasygeneral2.gamepedia.com/api.php,generic,"!random"
avencolony,https://avencolony.gamepedia.com/api.php,generic,"!random"
lawbreakers,https://lawbreakers.gamepedia.com/api.php,generic,"!random"
nextdaysurvival,https://nextdaysurvival.gamepedia.com/api.php,generic,"!random"
wehappyfew,https://wehappyfew.gamepedia.com/api.php,generic,"!random"
deepskyderelicts,https://deepskyderelicts.gamepedia.com/api.php,generic,"!random"
blackgoldonline,https://blackgoldonline.gamepedia.com/api.php,generic,"!random"
niffelheim,https://niffelheim.gamepedia.com/api.php,generic,"!random"
journey,https://journey.gamepedia.com/api.php,generic,"!random"
elementalguardians,https://elementalguardians.gamepedia.com/api.php,generic,"!random"
nightinthewoods,https://nightinthewoods.gamepedia.com/api.php,generic,"!random"
shatteredskies,https://shatteredskies.gamepedia.com/api.php,generic,"!random"
iamsetsuna,https://iamsetsuna.gamepedia.com/api.php,generic,"!random"
starlost,https://starlost.gamepedia.com/api.php,generic,"!random"
elderscrollslegends,https://elderscrollslegends.gamepedia.com/api.php,generic,"!random"
hillclimbracing2,https://hillclimbracing2.gamepedia.com/api.php,generic,"!random"
duelofsummoners,https://duelofsummoners.gamepedia.com/api.php,generic,"!random"
orcishinn,https://orcishinn.gamepedia.com/api.php,generic,"!random"
cossacks3,https://cossacks3.gamepedia.com/api.php,generic,"!random"
grealm,https://grealm.gamepedia.com/api.php,generic,"!random"
suigeneris,https://suigeneris.gamepedia.com/api.php,generic,"!random"
evilgenius,https://evilgenius.gamepedia.com/api.php,generic,"!random"
satellitereign,https://satellitereign.gamepedia.com/api.php,generic,"!random"
automation,https://automation.gamepedia.com/api.php,generic,"!random"
flamebreak,https://flamebreak.gamepedia.com/api.php,generic,"!random"
walkingdeadrts,https://walkingdeadrts.gamepedia.com/api.php,generic,"!random"
planetnomads,https://planetnomads.gamepedia.com/api.php,generic,"!random"
jadedpacks,https://jadedpacks.gamepedia.com/api.php,generic,"!random"
verdantskies,https://verdantskies.gamepedia.com/api.php,generic,"!random"
pocketclubmanager,https://pocketclubmanager.gamepedia.com/api.php,generic,"!random"
riseofthetriad,https://riseofthetriad.gamepedia.com/api.php,generic,"!random"
ghostreconwildlands,https://ghostreconwildlands.gamepedia.com/api.php,generic,"!random"
wolcen,https://wolcen.gamepedia.com/api.php,generic,"!random"
theexiled,https://theexiled.gamepedia.com/api.php,generic,"!random"
dicecameraaction,https://dicecameraaction.gamepedia.com/api.php,generic,"!random"
terminalconflict,https://terminalconflict.gamepedia.com/api.php,generic,"!random"
spellwake,https://spellwake.gamepedia.com/api.php,generic,"!random"
bindingofisaacfoursouls,https://bindingofisaacfoursouls.gamepedia.com/api.php,generic,"!random"
cyberpunk2077,https://cyberpunk2077.gamepedia.com/api.php,generic,"!random"
scrapmechanic,https://scrapmechanic.gamepedia.com/api.php,generic,"!random"
dreamdaddy,https://dreamdaddy.gamepedia.com/api.php,generic,"!random"
scpunity,https://scpunity.gamepedia.com/api.php,generic,"!random"
miitomo,https://miitomo.gamepedia.com/api.php,generic,"!random"
taichipanda,https://taichipanda.gamepedia.com/api.php,generic,"!random"
awlr,https://awlr.gamepedia.com/api.php,generic,"!random"
thesurge,https://thesurge.gamepedia.com/api.php,generic,"!random"
alphabirth,https://alphabirth.gamepedia.com/api.php,generic,"!random"
happybirthdays,https://happybirthdays.gamepedia.com/api.php,generic,"!random"
fightleague,https://fightleague.gamepedia.com/api.php,generic,"!random"
slimerancher,https://slimerancher.gamepedia.com/api.php,generic,"!random"
postscriptum,https://postscriptum.gamepedia.com/api.php,generic,"!random"
pine,https://pine.gamepedia.com/api.php,generic,"!random"
polygod,https://polygod.gamepedia.com/api.php,generic,"!random"
evolution,https://evolution.gamepedia.com/api.php,generic,"!random"
deadmatter,https://deadmatter.gamepedia.com/api.php,generic,"!random"
trysaria,https://trysaria.gamepedia.com/api.php,generic,"!random"
kingsway,https://kingsway.gamepedia.com/api.php,generic,"!random"
staroceananamnesis,https://staroceananamnesis.gamepedia.com/api.php,generic,"!random"
helloneighbor,https://helloneighbor.gamepedia.com/api.php,generic,"!random"
ozbrokenkingdom,https://ozbrokenkingdom.gamepedia.com/api.php,generic,"!random"
dualuniverse,https://dualuniverse.gamepedia.com/api.php,generic,"!random"
mankinddivided,https://mankinddivided.gamepedia.com/api.php,generic,"!random"
sanctum,https://sanctum.gamepedia.com/api.php,generic,"!random"
monkeykingonline,https://monkeykingonline.gamepedia.com/api.php,generic,"!random"
azurlane,https://azurlane.gamepedia.com/api.php,generic,"!random"
uayeb,https://uayeb.gamepedia.com/api.php,generic,"!random"
memoriesofmars,https://memoriesofmars.gamepedia.com/api.php,generic,"!random"
rebelgalaxyoutlaw,https://rebelgalaxyoutlaw.gamepedia.com/api.php,generic,"!random"
stardrive2,https://stardrive2.gamepedia.com/api.php,generic,"!random"
overpoch,https://overpoch.gamepedia.com/api.php,generic,"!random"
fantasytalesonline,https://fantasytalesonline.gamepedia.com/api.php,generic,"!random"
rokh,https://rokh.gamepedia.com/api.php,generic,"!random"
mqel,https://mqel.gamepedia.com/api.php,generic,"!random"
elementalkingdoms,https://elementalkingdoms.gamepedia.com/api.php,generic,"!random"
darcoroe,https://darcoroe.gamepedia.com/api.php,generic,"!random"
outlawsoftheoldwest,https://outlawsoftheoldwest.gamepedia.com/api.php,generic,"!random"
musedash,https://musedash.gamepedia.com/api.php,generic,"!random"
unchartedthelostlegacy,https://unchartedthelostlegacy.gamepedia.com/api.php,generic,"!random"
devilsharvest,https://devilsharvest.gamepedia.com/api.php,generic,"!random"
phonedestroyer,https://phonedestroyer.gamepedia.com/api.php,generic,"!random"
splitgate,https://splitgate.gamepedia.com/api.php,generic,"!random"
gridlegion,https://gridlegion.gamepedia.com/api.php,generic,"!random"
sodadungeon,https://sodadungeon.gamepedia.com/api.php,generic,"!random"
battlerise,https://battlerise.gamepedia.com/api.php,generic,"!random"
swagandsorcery,https://swagandsorcery.gamepedia.com/api.php,generic,"!random"
nosgoth,https://nosgoth.gamepedia.com/api.php,generic,"!random"
heroestactics,https://heroestactics.gamepedia.com/api.php,generic,"!random"
batalj,https://batalj.gamepedia.com/api.php,generic,"!random"
zeal,https://zeal.gamepedia.com/api.php,generic,"!random"
fellseal,https://fellseal.gamepedia.com/api.php,generic,"!random"
hogwartsmystery,https://hogwartsmystery.gamepedia.com/api.php,generic,"!random"
godofwar,https://godofwar.gamepedia.com/api.php,generic,"!random"
metalgearsurvive,https://metalgearsurvive.gamepedia.com/api.php,generic,"!random"
etherium,https://etherium.gamepedia.com/api.php,generic,"!random"
mechanicminer,https://mechanicminer.gamepedia.com/api.php,generic,"!random"
lostark,https://lostark.gamepedia.com/api.php,generic,"!random"
nether,https://nether.gamepedia.com/api.php,generic,"!random"
ascendhandofkul,https://ascendhandofkul.gamepedia.com/api.php,generic,"!random"
handofthegods,https://handofthegods.gamepedia.com/api.php,generic,"!random"
xera,https://xera.gamepedia.com/api.php,generic,"!random"
flinthook,https://flinthook.gamepedia.com/api.php,generic,"!random"
synthetik,https://synthetik.gamepedia.com/api.php,generic,"!random"
thedeadlinger,https://thedeadlinger.gamepedia.com/api.php,generic,"!random"
decimationmod,https://decimationmod.gamepedia.com/api.php,generic,"!random"
outpostzero,https://outpostzero.gamepedia.com/api.php,generic,"!random"
nowhereprophet,https://nowhereprophet.gamepedia.com/api.php,generic,"!random"
cubelifepixelactionheroes,https://cubelifepixelactionheroes.gamepedia.com/api.php,generic,"!random"
legocityundercover,https://legocityundercover.gamepedia.com/api.php,generic,"!random"
quakechampions,https://quakechampions.gamepedia.com/api.php,generic,"!random"
totalwarsaga,https://totalwarsaga.gamepedia.com/api.php,generic,"!random"
worldofwarriors,https://worldofwarriors.gamepedia.com/api.php,generic,"!random"
aegis,https://aegis.gamepedia.com/api.php,generic,"!random"
autonauts,https://autonauts.gamepedia.com/api.php,generic,"!random"
ragewar,https://ragewar.gamepedia.com/api.php,generic,"!random"
spellbreak,https://spellbreak.gamepedia.com/api.php,generic,"!random"
totallyaccuratebattlegrounds,https://totallyaccuratebattlegrounds.gamepedia.com/api.php,generic,"!random"
lightspeedfrontier,https://lightspeedfrontier.gamepedia.com/api.php,generic,"!random"
survisland,https://survisland.gamepedia.com/api.php,generic,"!random"
elitedangerous,https://elitedangerous.gamepedia.com/api.php,generic,"!random"
ageofwarscape,https://ageofwarscape.gamepedia.com/api.php,generic,"!random"
banished,https://banished.gamepedia.com/api.php,generic,"!random"
theevilwithin,https://theevilwithin.gamepedia.com/api.php,generic,"!random"
soulatstake,https://soulatstake.gamepedia.com/api.php,generic,"!random"
arenaofkings,https://arenaofkings.gamepedia.com/api.php,generic,"!random"
dragonsandtitans,https://dragonsandtitans.gamepedia.com/api.php,generic,"!random"
hybridwars,https://hybridwars.gamepedia.com/api.php,generic,"!random"
gearsofwar4,https://gearsofwar4.gamepedia.com/api.php,generic,"!random"
siderealpedia,https://siderealpedia.gamepedia.com/api.php,generic,"!random"
cardsandcastles,https://cardsandcastles.gamepedia.com/api.php,generic,"!random"
switch,https://switch.gamepedia.com/api.php,generic,"!random"
riseoflegions,https://riseoflegions.gamepedia.com/api.php,generic,"!random"
sunrider,https://sunrider.gamepedia.com/api.php,generic,"!random"
outerwilds,https://outerwilds.gamepedia.com/api.php,generic,"!random"
sinoalice,https://sinoalice.gamepedia.com/api.php,generic,"!random"
evoland,https://evoland.gamepedia.com/api.php,generic,"!random"
politicalmachine,https://politicalmachine.gamepedia.com/api.php,generic,"!random"
streamline,https://streamline.gamepedia.com/api.php,generic,"!random"
purefarming2018,https://purefarming2018.gamepedia.com/api.php,generic,"!random"
theendlessmission,https://theendlessmission.gamepedia.com/api.php,generic,"!random"
kingdomsandcastles,https://kingdomsandcastles.gamepedia.com/api.php,generic,"!random"
boxingstar,https://boxingstar.gamepedia.com/api.php,generic,"!random"
emberstrike,https://emberstrike.gamepedia.com/api.php,generic,"!random"
theculling,https://theculling.gamepedia.com/api.php,generic,"!random"
shopheroes,https://shopheroes.gamepedia.com/api.php,generic,"!random"
wartide,https://wartide.gamepedia.com/api.php,generic,"!random"
theswordsofditto,https://theswordsofditto.gamepedia.com/api.php,generic,"!random"
fracturedspace,https://fracturedspace.gamepedia.com/api.php,generic,"!random"
bloodsportstv,https://bloodsportstv.gamepedia.com/api.php,generic,"!random"
avorion,https://avorion.gamepedia.com/api.php,generic,"!random"
edgeofeternity,https://edgeofeternity.gamepedia.com/api.php,generic,"!random"
blackdesertonline,https://blackdesertonline.gamepedia.com/api.php,generic,"!random"
champsbattlegrounds,https://champsbattlegrounds.gamepedia.com/api.php,generic,"!random"
theorder1886,https://theorder1886.gamepedia.com/api.php,generic,"!random"
jurassicworldevolution,https://jurassicworldevolution.gamepedia.com/api.php,generic,"!random"
elteriaadventures,https://elteriaadventures.gamepedia.com/api.php,generic,"!random"
dirtbagsmotorclub,https://dirtbagsmotorclub.gamepedia.com/api.php,generic,"!random"
battlebay,https://battlebay.gamepedia.com/api.php,generic,"!random"
echoofsoul,https://echoofsoul.gamepedia.com/api.php,generic,"!random"
rebelgalaxy,https://rebelgalaxy.gamepedia.com/api.php,generic,"!random"
dungeonchopchop,https://dungeonchopchop.gamepedia.com/api.php,generic,"!random"
blazingbeaks,https://blazingbeaks.gamepedia.com/api.php,generic,"!random"
pewdiepiestubersimulator,https://pewdiepiestubersimulator.gamepedia.com/api.php,generic,"!random"
championsofbreakfast,https://championsofbreakfast.gamepedia.com/api.php,generic,"!random"
manowarcorsair,https://manowarcorsair.gamepedia.com/api.php,generic,"!random"
thefinalstation,https://thefinalstation.gamepedia.com/api.php,generic,"!random"
destinychild,https://destinychild.gamepedia.com/api.php,generic,"!random"
spacetyrant,https://spacetyrant.gamepedia.com/api.php,generic,"!random"
age-of-aincrad,https://age-of-aincrad.gamepedia.com/api.php,generic,"!random"
bloodborne,https://bloodborne.gamepedia.com/api.php,generic,"!random"
worldofspeed,https://worldofspeed.gamepedia.com/api.php,generic,"!random"
asura,https://asura.gamepedia.com/api.php,generic,"!random"
insomnia,https://insomnia.gamepedia.com/api.php,generic,"!random"
zeusbattlegrounds,https://zeusbattlegrounds.gamepedia.com/api.php,generic,"!random"
foundation,https://foundation.gamepedia.com/api.php,generic,"!random"
circleempires,https://circleempires.gamepedia.com/api.php,generic,"!random"
onmyoji,https://onmyoji.gamepedia.com/api.php,generic,"!random"
startrekarmada3,https://startrekarmada3.gamepedia.com/api.php,generic,"!random"
lethispop,https://lethispop.gamepedia.com/api.php,generic,"!random"
terreneodyssey,https://terreneodyssey.gamepedia.com/api.php,generic,"!random"
alchemicjousts,https://alchemicjousts.gamepedia.com/api.php,generic,"!random"
stateofdecay,https://stateofdecay.gamepedia.com/api.php,generic,"!random"
voidbastards,https://voidbastards.gamepedia.com/api.php,generic,"!random"
starforge,https://starforge.gamepedia.com/api.php,generic,"!random"
pixelpiracy,https://pixelpiracy.gamepedia.com/api.php,generic,"!random"
defiance2050,https://defiance2050.gamepedia.com/api.php,generic,"!random"
thevoid,https://thevoid.gamepedia.com/api.php,generic,"!random"
voxeltycoon,https://voxeltycoon.gamepedia.com/api.php,generic,"!random"
offworldtradingcompany,https://offworldtradingcompany.gamepedia.com/api.php,generic,"!random"
theskies,https://theskies.gamepedia.com/api.php,generic,"!random"
syntheticworld,https://syntheticworld.gamepedia.com/api.php,generic,"!random"
alienisolation,https://alienisolation.gamepedia.com/api.php,generic,"!random"
adventuresoftree,https://adventuresoftree.gamepedia.com/api.php,generic,"!random"
ancestorslegacy,https://ancestorslegacy.gamepedia.com/api.php,generic,"!random"
thebeginnersguide,https://thebeginnersguide.gamepedia.com/api.php,generic,"!random"
hellion,https://hellion.gamepedia.com/api.php,generic,"!random"
frogdice,https://frogdice.gamepedia.com/api.php,generic,"!random"
theyarebillions,https://theyarebillions.gamepedia.com/api.php,generic,"!random"
titanfallassault,https://titanfallassault.gamepedia.com/api.php,generic,"!random"
fireprowrestlingworld,https://fireprowrestlingworld.gamepedia.com/api.php,generic,"!random"
warlordsawakening,https://warlordsawakening.gamepedia.com/api.php,generic,"!random"
forgottenmyths,https://forgottenmyths.gamepedia.com/api.php,generic,"!random"
xcom,https://xcom.gamepedia.com/api.php,generic,"!random"
thefinalstand,https://thefinalstand.gamepedia.com/api.php,generic,"!random"
immortalredneck,https://immortalredneck.gamepedia.com/api.php,generic,"!random"
warofthevisions,https://warofthevisions.gamepedia.com/api.php,generic,"!random"
caveblazers,https://caveblazers.gamepedia.com/api.php,generic,"!random"
renownedexplorers,https://renownedexplorers.gamepedia.com/api.php,generic,"!random"
farmingsimulator2019,https://farmingsimulator2019.gamepedia.com/api.php,generic,"!random"
littlewaronline,https://littlewaronline.gamepedia.com/api.php,generic,"!random"
zombsio,https://zombsio.gamepedia.com/api.php,generic,"!random"
strandedsails,https://strandedsails.gamepedia.com/api.php,generic,"!random"
templarbattleforce,https://templarbattleforce.gamepedia.com/api.php,generic,"!random"
massivechalice,https://massivechalice.gamepedia.com/api.php,generic,"!random"
tboiunderthepit,https://tboiunderthepit.gamepedia.com/api.php,generic,"!random"
firewatch,https://firewatch.gamepedia.com/api.php,generic,"!random"
thecrew,https://thecrew.gamepedia.com/api.php,generic,"!random"
deathsgambit,https://deathsgambit.gamepedia.com/api.php,generic,"!random"
thiswarofmine,https://thiswarofmine.gamepedia.com/api.php,generic,"!random"
cryptofights,https://cryptofights.gamepedia.com/api.php,generic,"!random"
forceofguardians,https://forceofguardians.gamepedia.com/api.php,generic,"!random"
ancientcreed,https://ancientcreed.gamepedia.com/api.php,generic,"!random"
digimonlinks,https://digimonlinks.gamepedia.com/api.php,generic,"!random"
halcyon6,https://halcyon6.gamepedia.com/api.php,generic,"!random"
awizardslizard,https://awizardslizard.gamepedia.com/api.php,generic,"!random"
mydream,https://mydream.gamepedia.com/api.php,generic,"!random"
torchlightfrontiers,https://torchlightfrontiers.gamepedia.com/api.php,generic,"!random"
towermadness,https://towermadness.gamepedia.com/api.php,generic,"!random"
ahouseofmanydoors,https://ahouseofmanydoors.gamepedia.com/api.php,generic,"!random"
untitledgoosegame,https://untitledgoosegame.gamepedia.com/api.php,generic,"!random"
airportceo,https://airportceo.gamepedia.com/api.php,generic,"!random"
supremeruler,https://supremeruler.gamepedia.com/api.php,generic,"!random"
grandagesmedieval,https://grandagesmedieval.gamepedia.com/api.php,generic,"!random"
parkitect,https://parkitect.gamepedia.com/api.php,generic,"!random"
aftercharge,https://aftercharge.gamepedia.com/api.php,generic,"!random"
universesandbox,https://universesandbox.gamepedia.com/api.php,generic,"!random"
vainglory,https://vainglory.gamepedia.com/api.php,generic,"!random"
dusk,https://dusk.gamepedia.com/api.php,generic,"!random"
meeplestation,https://meeplestation.gamepedia.com/api.php,generic,"!random"
sheltered,https://sheltered.gamepedia.com/api.php,generic,"!random"
projecthighrise,https://projecthighrise.gamepedia.com/api.php,generic,"!random"
deeeepio,https://deeeepio.gamepedia.com/api.php,generic,"!random"
settlements,https://settlements.gamepedia.com/api.php,generic,"!random"
mordhau,https://mordhau.gamepedia.com/api.php,generic,"!random"
scpexoneration,https://scpexoneration.gamepedia.com/api.php,generic,"!random"
digimonrearise,https://digimonrearise.gamepedia.com/api.php,generic,"!random"
folktale,https://folktale.gamepedia.com/api.php,generic,"!random"
bombshell,https://bombshell.gamepedia.com/api.php,generic,"!random"
relegion,https://relegion.gamepedia.com/api.php,generic,"!random"
ironmarines,https://ironmarines.gamepedia.com/api.php,generic,"!random"
adventuretimebattleparty,https://adventuretimebattleparty.gamepedia.com/api.php,generic,"!random"
patterns,https://patterns.gamepedia.com/api.php,generic,"!random"
pokkentournament,https://pokkentournament.gamepedia.com/api.php,generic,"!random"
transitkingtycoon,https://transitkingtycoon.gamepedia.com/api.php,generic,"!random"
ultimatestbattle-fr,https://ultimatestbattle-fr.gamepedia.com/api.php,generic,"!random"
overfall,https://overfall.gamepedia.com/api.php,generic,"!random"
simairport,https://simairport.gamepedia.com/api.php,generic,"!random"
battlechasersnightwar,https://battlechasersnightwar.gamepedia.com/api.php,generic,"!random"
ashen,https://ashen.gamepedia.com/api.php,generic,"!random"
kingsknight,https://kingsknight.gamepedia.com/api.php,generic,"!random"
tribesofmidgard,https://tribesofmidgard.gamepedia.com/api.php,generic,"!random"
strangerthingsthegame,https://strangerthingsthegame.gamepedia.com/api.php,generic,"!random"
ahatintime,https://ahatintime.gamepedia.com/api.php,generic,"!random"
elysium,https://elysium.gamepedia.com/api.php,generic,"!random"
dotaautochess,https://dotaautochess.gamepedia.com/api.php,generic,"!random"
fortresscraft,https://fortresscraft.gamepedia.com/api.php,generic,"!random"
heatsignature,https://heatsignature.gamepedia.com/api.php,generic,"!random"
soulreversezero,https://soulreversezero.gamepedia.com/api.php,generic,"!random"
minecraftservers,https://minecraftservers.gamepedia.com/api.php,generic,"!random"
dieyoung,https://dieyoung.gamepedia.com/api.php,generic,"!random"
