referenceid,endpoint,resolverid,displaycolor
littlenightmares,https://littlenightmares.gamepedia.com/api.php,generic,"!random"
elseheartbreak,https://elseheartbreak.gamepedia.com/api.php,generic,"!random"
suad,https://suad.gamepedia.com/api.php,generic,"!random"
smartcityplan,https://smartcityplan.gamepedia.com/api.php,generic,"!random"
legiontheeternalwar,https://legiontheeternalwar.gamepedia.com/api.php,generic,"!random"
marketdominion,https://marketdominion.gamepedia.com/api.php,generic,"!random"
fringewars,https://fringewars.gamepedia.com/api.php,generic,"!random"
epicseven,https://epicseven.gamepedia.com/api.php,generic,"!random"
bluebeardsbride,https://bluebeardsbride.gamepedia.com/api.php,generic,"!random"
steelcircus,https://steelcircus.gamepedia.com/api.php,generic,"!random"
fracturedlands,https://fracturedlands.gamepedia.com/api.php,generic,"!random"
metaworld,https://metaworld.gamepedia.com/api.php,generic,"!random"
darknessrises,https://darknessrises.gamepedia.com/api.php,generic,"!random"
maguss,https://maguss.gamepedia.com/api.php,generic,"!random"
fireworkfactory,https://fireworkfactory.gamepedia.com/api.php,generic,"!random"
celestial,https://celestial.gamepedia.com/api.php,generic,"!random"
vertiginousgolf,https://vertiginousgolf.gamepedia.com/api.php,generic,"!random"
hacknslash,https://hacknslash.gamepedia.com/api.php,generic,"!random"
wrathaeonofruin,https://wrathaeonofruin.gamepedia.com/api.php,generic,"!random"
spacecompanysimulator,https://spacecompanysimulator.gamepedia.com/api.php,generic,"!random"
abysscrew,https://abysscrew.gamepedia.com/api.php,generic,"!random"
amongtrees,https://amongtrees.gamepedia.com/api.php,generic,"!random"
unexplored,https://unexplored.gamepedia.com/api.php,generic,"!random"
idolaphantasystarsaga,https://idolaphantasystarsaga.gamepedia.com/api.php,generic,"!random"
tripleagent,https://tripleagent.gamepedia.com/api.php,generic,"!random"
finalfantasyawakening,https://finalfantasyawakening.gamepedia.com/api.php,generic,"!random"
betweenthestars,https://betweenthestars.gamepedia.com/api.php,generic,"!random"
scribbledarena,https://scribbledarena.gamepedia.com/api.php,generic,"!random"
humankind,https://humankind.gamepedia.com/api.php,generic,"!random"
dayofdragons,https://dayofdragons.gamepedia.com/api.php,generic,"!random"
thelongreach,https://thelongreach.gamepedia.com/api.php,generic,"!random"
yokaiwatchworld,https://yokaiwatchworld.gamepedia.com/api.php,generic,"!random"
hazelnutbastille,https://hazelnutbastille.gamepedia.com/api.php,generic,"!random"
hellsbelles,https://hellsbelles.gamepedia.com/api.php,generic,"!random"
wherethewatertasteslikewine,https://wherethewatertasteslikewine.gamepedia.com/api.php,generic,"!random"
ancientspace,https://ancientspace.gamepedia.com/api.php,generic,"!random"
thelastnight,https://thelastnight.gamepedia.com/api.php,generic,"!random"
thetalosprinciple,https://thetalosprinciple.gamepedia.com/api.php,generic,"!random"
gameofbombs,https://gameofbombs.gamepedia.com/api.php,generic,"!random"
thechurchinthedarkness,https://thechurchinthedarkness.gamepedia.com/api.php,generic,"!random"
erectus,https://erectus.gamepedia.com/api.php,generic,"!random"
theiotaproject,https://theiotaproject.gamepedia.com/api.php,generic,"!random"
alicegearaegis,https://alicegearaegis.gamepedia.com/api.php,generic,"!random"
yorgio,https://yorgio.gamepedia.com/api.php,generic,"!random"
dearcraft,https://dearcraft.gamepedia.com/api.php,generic,"!random"
isotopium,https://isotopium.gamepedia.com/api.php,generic,"!random"
sunnypirates,https://sunnypirates.gamepedia.com/api.php,generic,"!random"
songsofconquest,https://songsofconquest.gamepedia.com/api.php,generic,"!random"
superheroesgalaxy,https://superheroesgalaxy.gamepedia.com/api.php,generic,"!random"
shockrods,https://shockrods.gamepedia.com/api.php,generic,"!random"
neverinth,https://neverinth.gamepedia.com/api.php,generic,"!random"
strikevectorex,https://strikevectorex.gamepedia.com/api.php,generic,"!random"
blasphemous,https://blasphemous.gamepedia.com/api.php,generic,"!random"
pwnd,https://pwnd.gamepedia.com/api.php,generic,"!random"
thelastofuspart2,https://thelastofuspart2.gamepedia.com/api.php,generic,"!random"
dragonfinsoup,https://dragonfinsoup.gamepedia.com/api.php,generic,"!random"
geared,https://geared.gamepedia.com/api.php,generic,"!random"
scraps,https://scraps.gamepedia.com/api.php,generic,"!random"
deadbolt,https://deadbolt.gamepedia.com/api.php,generic,"!random"
nottonight,https://nottonight.gamepedia.com/api.php,generic,"!random"
mmamanager,https://mmamanager.gamepedia.com/api.php,generic,"!random"
getpacked,https://getpacked.gamepedia.com/api.php,generic,"!random"
riftbreaker,https://riftbreaker.gamepedia.com/api.php,generic,"!random"
islanders,https://islanders.gamepedia.com/api.php,generic,"!random"
struggleforgera,https://struggleforgera.gamepedia.com/api.php,generic,"!random"
imagineearth,https://imagineearth.gamepedia.com/api.php,generic,"!random"
mariokarttour,https://mariokarttour.gamepedia.com/api.php,generic,"!random"
goodcompany,https://goodcompany.gamepedia.com/api.php,generic,"!random"
lusoricraft,https://lusoricraft.gamepedia.com/api.php,generic,"!random"
accountingplus,https://accountingplus.gamepedia.com/api.php,generic,"!random"
zed,https://zed.gamepedia.com/api.php,generic,"!random"
mazean,https://mazean.gamepedia.com/api.php,generic,"!random"
grancrestwar,https://grancrestwar.gamepedia.com/api.php,generic,"!random"
pandora,https://pandora.gamepedia.com/api.php,generic,"!random"
godisacube,https://godisacube.gamepedia.com/api.php,generic,"!random"
submerged,https://submerged.gamepedia.com/api.php,generic,"!random"
breakingpoint,https://breakingpoint.gamepedia.com/api.php,generic,"!random"
talesofcrestoria,https://talesofcrestoria.gamepedia.com/api.php,generic,"!random"
soulshardsicevoid,https://soulshardsicevoid.gamepedia.com/api.php,generic,"!random"
thiefofthieves,https://thiefofthieves.gamepedia.com/api.php,generic,"!random"
scrambledgalaxy,https://scrambledgalaxy.gamepedia.com/api.php,generic,"!random"
juicyrealm,https://juicyrealm.gamepedia.com/api.php,generic,"!random"
empiresapart,https://empiresapart.gamepedia.com/api.php,generic,"!random"
stonetide,https://stonetide.gamepedia.com/api.php,generic,"!random"
stereoaereo,https://stereoaereo.gamepedia.com/api.php,generic,"!random"
profane-ptbr,https://profane-ptbr.gamepedia.com/api.php,generic,"!random"
frontierpilotsimulator,https://frontierpilotsimulator.gamepedia.com/api.php,generic,"!random"
earthfall,https://earthfall.gamepedia.com/api.php,generic,"!random"
miragearcanewarfare,https://miragearcanewarfare.gamepedia.com/api.php,generic,"!random"
slitherio,https://slitherio.gamepedia.com/api.php,generic,"!random"
albedonwars,https://albedonwars.gamepedia.com/api.php,generic,"!random"
starveio,https://starveio.gamepedia.com/api.php,generic,"!random"
skywanderers,https://skywanderers.gamepedia.com/api.php,generic,"!random"
monsterhunterexplore,https://monsterhunterexplore.gamepedia.com/api.php,generic,"!random"
thetechnomancer,https://thetechnomancer.gamepedia.com/api.php,generic,"!random"
lastsunrisesurvival,https://lastsunrisesurvival.gamepedia.com/api.php,generic,"!random"
diabloimmortal,https://diabloimmortal.gamepedia.com/api.php,generic,"!random"
godsunchained,https://godsunchained.gamepedia.com/api.php,generic,"!random"
desertchild,https://desertchild.gamepedia.com/api.php,generic,"!random"
sevenknights2,https://sevenknights2.gamepedia.com/api.php,generic,"!random"
theironoath,https://theironoath.gamepedia.com/api.php,generic,"!random"
tojinomiko,https://tojinomiko.gamepedia.com/api.php,generic,"!random"
ordinalstrata,https://ordinalstrata.gamepedia.com/api.php,generic,"!random"
captainhockeyleague,https://captainhockeyleague.gamepedia.com/api.php,generic,"!random"
piratesandtraders,https://piratesandtraders.gamepedia.com/api.php,generic,"!random"
dysmantle,https://dysmantle.gamepedia.com/api.php,generic,"!random"
thesandbox3d,https://thesandbox3d.gamepedia.com/api.php,generic,"!random"
secondsfromsilence,https://secondsfromsilence.gamepedia.com/api.php,generic,"!random"
thetrail,https://thetrail.gamepedia.com/api.php,generic,"!random"
hyperlightdrifter,https://hyperlightdrifter.gamepedia.com/api.php,generic,"!random"
tribeofpok,https://tribeofpok.gamepedia.com/api.php,generic,"!random"
gardiusempire,https://gardiusempire.gamepedia.com/api.php,generic,"!random"
everybodysgonetotherapture,https://everybodysgonetotherapture.gamepedia.com/api.php,generic,"!random"
dueprocess,https://dueprocess.gamepedia.com/api.php,generic,"!random"
wavesoftheatlantide,https://wavesoftheatlantide.gamepedia.com/api.php,generic,"!random"
quest4fuel,https://quest4fuel.gamepedia.com/api.php,generic,"!random"
teram,https://teram.gamepedia.com/api.php,generic,"!random"
overhit,https://overhit.gamepedia.com/api.php,generic,"!random"
depthofextinction,https://depthofextinction.gamepedia.com/api.php,generic,"!random"
cheapshot,https://cheapshot.gamepedia.com/api.php,generic,"!random"
rapturerejects,https://rapturerejects.gamepedia.com/api.php,generic,"!random"
atomicheart,https://atomicheart.gamepedia.com/api.php,generic,"!random"
digimonsurvive,https://digimonsurvive.gamepedia.com/api.php,generic,"!random"
furtual,https://furtual.gamepedia.com/api.php,generic,"!random"
veritex,https://veritex.gamepedia.com/api.php,generic,"!random"
truliononline,https://truliononline.gamepedia.com/api.php,generic,"!random"
doughlingsinvasion,https://doughlingsinvasion.gamepedia.com/api.php,generic,"!random"
flowerpatch,https://flowerpatch.gamepedia.com/api.php,generic,"!random"
hardwest,https://hardwest.gamepedia.com/api.php,generic,"!random"
armikrog,https://armikrog.gamepedia.com/api.php,generic,"!random"
tabletopsimulator,https://tabletopsimulator.gamepedia.com/api.php,generic,"!random"
galaxyfactions,https://galaxyfactions.gamepedia.com/api.php,generic,"!random"
modlands,https://modlands.gamepedia.com/api.php,generic,"!random"
fantasyearthgenesis,https://fantasyearthgenesis.gamepedia.com/api.php,generic,"!random"
stationeers,https://stationeers.gamepedia.com/api.php,generic,"!random"
dawnofcrafting,https://dawnofcrafting.gamepedia.com/api.php,generic,"!random"
napoleonicera,https://napoleonicera.gamepedia.com/api.php,generic,"!random"
explodingkittens,https://explodingkittens.gamepedia.com/api.php,generic,"!random"
phantomtrigger,https://phantomtrigger.gamepedia.com/api.php,generic,"!random"
antiquecarnevale,https://antiquecarnevale.gamepedia.com/api.php,generic,"!random"
highlands,https://highlands.gamepedia.com/api.php,generic,"!random"
midnightghosthunt,https://midnightghosthunt.gamepedia.com/api.php,generic,"!random"
hiberworld,https://hiberworld.gamepedia.com/api.php,generic,"!random"
gloomhaven,https://gloomhaven.gamepedia.com/api.php,generic,"!random"
rune,https://rune.gamepedia.com/api.php,generic,"!random"
warhammerchaosbane,https://warhammerchaosbane.gamepedia.com/api.php,generic,"!random"
paladinsstrike,https://paladinsstrike.gamepedia.com/api.php,generic,"!random"
fadetosilence,https://fadetosilence.gamepedia.com/api.php,generic,"!random"
todayismybirthday,https://todayismybirthday.gamepedia.com/api.php,generic,"!random"
dreadlands,https://dreadlands.gamepedia.com/api.php,generic,"!random"
mistover,https://mistover.gamepedia.com/api.php,generic,"!random"
antigraviator,https://antigraviator.gamepedia.com/api.php,generic,"!random"
bleachsoulrend,https://bleachsoulrend.gamepedia.com/api.php,generic,"!random"
heliumrain,https://heliumrain.gamepedia.com/api.php,generic,"!random"
kingsandheroes,https://kingsandheroes.gamepedia.com/api.php,generic,"!random"
alienation,https://alienation.gamepedia.com/api.php,generic,"!random"
habitat,https://habitat.gamepedia.com/api.php,generic,"!random"
valfaris,https://valfaris.gamepedia.com/api.php,generic,"!random"
godfall,https://godfall.gamepedia.com/api.php,generic,"!random"
voidrealms,https://voidrealms.gamepedia.com/api.php,generic,"!random"
jedifallenorder,https://jedifallenorder.gamepedia.com/api.php,generic,"!random"
hypertrain,https://hypertrain.gamepedia.com/api.php,generic,"!random"
houstonwehavespinach,https://houstonwehavespinach.gamepedia.com/api.php,generic,"!random"
beesimulator,https://beesimulator.gamepedia.com/api.php,generic,"!random"
below,https://below.gamepedia.com/api.php,generic,"!random"
deadrealm,https://deadrealm.gamepedia.com/api.php,generic,"!random"
attackyourfriends,https://attackyourfriends.gamepedia.com/api.php,generic,"!random"
astralheroes,https://astralheroes.gamepedia.com/api.php,generic,"!random"
victorybelles,https://victorybelles.gamepedia.com/api.php,generic,"!random"
therepopulation,https://therepopulation.gamepedia.com/api.php,generic,"!random"
boyfrienddungeon,https://boyfrienddungeon.gamepedia.com/api.php,generic,"!random"
ancientcities,https://ancientcities.gamepedia.com/api.php,generic,"!random"
bloodancestors,https://bloodancestors.gamepedia.com/api.php,generic,"!random"
farlonesails,https://farlonesails.gamepedia.com/api.php,generic,"!random"
ruin,https://ruin.gamepedia.com/api.php,generic,"!random"
knightsoffrontiervalley,https://knightsoffrontiervalley.gamepedia.com/api.php,generic,"!random"
vigilthelongestnight,https://vigilthelongestnight.gamepedia.com/api.php,generic,"!random"
roguestarrescue,https://roguestarrescue.gamepedia.com/api.php,generic,"!random"
fullofstars,https://fullofstars.gamepedia.com/api.php,generic,"!random"
deathtrash,https://deathtrash.gamepedia.com/api.php,generic,"!random"
sparklite,https://sparklite.gamepedia.com/api.php,generic,"!random"
warofcrown,https://warofcrown.gamepedia.com/api.php,generic,"!random"
extinction,https://extinction.gamepedia.com/api.php,generic,"!random"
balloonchairdeathmatch,https://balloonchairdeathmatch.gamepedia.com/api.php,generic,"!random"
demented,https://demented.gamepedia.com/api.php,generic,"!random"
killsquad,https://killsquad.gamepedia.com/api.php,generic,"!random"
eraofnewborns,https://eraofnewborns.gamepedia.com/api.php,generic,"!random"
bookoftravels,https://bookoftravels.gamepedia.com/api.php,generic,"!random"
ironleague,https://ironleague.gamepedia.com/api.php,generic,"!random"
gameofthronesconquest,https://gameofthronesconquest.gamepedia.com/api.php,generic,"!random"
tankmechanicsimulator,https://tankmechanicsimulator.gamepedia.com/api.php,generic,"!random"
supercanemagiczero,https://supercanemagiczero.gamepedia.com/api.php,generic,"!random"
battleslaingoblins,https://battleslaingoblins.gamepedia.com/api.php,generic,"!random"
thesettlers,https://thesettlers.gamepedia.com/api.php,generic,"!random"
kamenridercitywars,https://kamenridercitywars.gamepedia.com/api.php,generic,"!random"
postcurious,https://postcurious.gamepedia.com/api.php,generic,"!random"
gundambattle,https://gundambattle.gamepedia.com/api.php,generic,"!random"
deiland,https://deiland.gamepedia.com/api.php,generic,"!random"
lurkersio,https://lurkersio.gamepedia.com/api.php,generic,"!random"
overcrowd,https://overcrowd.gamepedia.com/api.php,generic,"!random"
homeworlddesertsofkharak,https://homeworlddesertsofkharak.gamepedia.com/api.php,generic,"!random"
agricola,https://agricola.gamepedia.com/api.php,generic,"!random"
marstomorrow,https://marstomorrow.gamepedia.com/api.php,generic,"!random"
lordsofthefallen,https://lordsofthefallen.gamepedia.com/api.php,generic,"!random"
exoplanetfirstcontact,https://exoplanetfirstcontact.gamepedia.com/api.php,generic,"!random"
amnesia,https://amnesia.gamepedia.com/api.php,generic,"!random"
theorgantrail,https://theorgantrail.gamepedia.com/api.php,generic,"!random"
bearsimulator,https://bearsimulator.gamepedia.com/api.php,generic,"!random"
lookingforheals,https://lookingforheals.gamepedia.com/api.php,generic,"!random"
notforbroadcast,https://notforbroadcast.gamepedia.com/api.php,generic,"!random"
outofspace,https://outofspace.gamepedia.com/api.php,generic,"!random"
scavengers,https://scavengers.gamepedia.com/api.php,generic,"!random"
beyondview,https://beyondview.gamepedia.com/api.php,generic,"!random"
projectwinter,https://projectwinter.gamepedia.com/api.php,generic,"!random"
dreamscaper,https://dreamscaper.gamepedia.com/api.php,generic,"!random"
astellia,https://astellia.gamepedia.com/api.php,generic,"!random"
bugout,https://bugout.gamepedia.com/api.php,generic,"!random"
immortalunchained,https://immortalunchained.gamepedia.com/api.php,generic,"!random"
vigor,https://vigor.gamepedia.com/api.php,generic,"!random"
othercide,https://othercide.gamepedia.com/api.php,generic,"!random"
footballstory,https://footballstory.gamepedia.com/api.php,generic,"!random"
norpon,https://norpon.gamepedia.com/api.php,generic,"!random"
aquanox,https://aquanox.gamepedia.com/api.php,generic,"!random"
cryptogalaxy,https://cryptogalaxy.gamepedia.com/api.php,generic,"!random"
lennasinception,https://lennasinception.gamepedia.com/api.php,generic,"!random"
everreachprojecteden,https://everreachprojecteden.gamepedia.com/api.php,generic,"!random"
convoy,https://convoy.gamepedia.com/api.php,generic,"!random"
blackknightandwhitedevil,https://blackknightandwhitedevil.gamepedia.com/api.php,generic,"!random"
tower57,https://tower57.gamepedia.com/api.php,generic,"!random"
fireemblem,https://fireemblem.gamepedia.com/api.php,generic,"!random"
galaxyheist,https://galaxyheist.gamepedia.com/api.php,generic,"!random"
thelasthex,https://thelasthex.gamepedia.com/api.php,generic,"!random"
evertechsandbox,https://evertechsandbox.gamepedia.com/api.php,generic,"!random"
insidia,https://insidia.gamepedia.com/api.php,generic,"!random"
seed,https://seed.gamepedia.com/api.php,generic,"!random"
industriesoftitan,https://industriesoftitan.gamepedia.com/api.php,generic,"!random"
darksburg,https://darksburg.gamepedia.com/api.php,generic,"!random"
stellartactics,https://stellartactics.gamepedia.com/api.php,generic,"!random"
undying,https://undying.gamepedia.com/api.php,generic,"!random"
thelegendofwright,https://thelegendofwright.gamepedia.com/api.php,generic,"!random"
mutropolis,https://mutropolis.gamepedia.com/api.php,generic,"!random"
moomooio,https://moomooio.gamepedia.com/api.php,generic,"!random"
godeateronline,https://godeateronline.gamepedia.com/api.php,generic,"!random"
kinglucas,https://kinglucas.gamepedia.com/api.php,generic,"!random"
adventurecraft,https://adventurecraft.gamepedia.com/api.php,generic,"!random"
nairi,https://nairi.gamepedia.com/api.php,generic,"!random"
guardiansofember,https://guardiansofember.gamepedia.com/api.php,generic,"!random"
feudalalloy,https://feudalalloy.gamepedia.com/api.php,generic,"!random"
resuffer,https://resuffer.gamepedia.com/api.php,generic,"!random"
phantomgate,https://phantomgate.gamepedia.com/api.php,generic,"!random"
thequietman,https://thequietman.gamepedia.com/api.php,generic,"!random"
solacestate,https://solacestate.gamepedia.com/api.php,generic,"!random"
thesuicideofrachelfoster,https://thesuicideofrachelfoster.gamepedia.com/api.php,generic,"!random"
solidusarisefromhell,https://solidusarisefromhell.gamepedia.com/api.php,generic,"!random"
explorersforce,https://explorersforce.gamepedia.com/api.php,generic,"!random"
blocker,https://blocker.gamepedia.com/api.php,generic,"!random"
xingthelandbeyond,https://xingthelandbeyond.gamepedia.com/api.php,generic,"!random"
crawl,https://crawl.gamepedia.com/api.php,generic,"!random"
rockingpilot,https://rockingpilot.gamepedia.com/api.php,generic,"!random"
gtfo,https://gtfo.gamepedia.com/api.php,generic,"!random"
lineagem,https://lineagem.gamepedia.com/api.php,generic,"!random"
onceuponatimeinroswell,https://onceuponatimeinroswell.gamepedia.com/api.php,generic,"!random"
starfield,https://starfield.gamepedia.com/api.php,generic,"!random"
3kingdomsblade,https://3kingdomsblade.gamepedia.com/api.php,generic,"!random"
destiny6,https://destiny6.gamepedia.com/api.php,generic,"!random"
devilshunt,https://devilshunt.gamepedia.com/api.php,generic,"!random"
secretgovernment,https://secretgovernment.gamepedia.com/api.php,generic,"!random"
genesisnoir,https://genesisnoir.gamepedia.com/api.php,generic,"!random"
metaversekeeper,https://metaversekeeper.gamepedia.com/api.php,generic,"!random"
deckofashes,https://deckofashes.gamepedia.com/api.php,generic,"!random"
battlebit,https://battlebit.gamepedia.com/api.php,generic,"!random"
galaxyinturmoil,https://galaxyinturmoil.gamepedia.com/api.php,generic,"!random"
prodigy,https://prodigy.gamepedia.com/api.php,generic,"!random"
wearethedwarves,https://wearethedwarves.gamepedia.com/api.php,generic,"!random"
tinytroopers,https://tinytroopers.gamepedia.com/api.php,generic,"!random"
jamsouls,https://jamsouls.gamepedia.com/api.php,generic,"!random"
conglomerate451,https://conglomerate451.gamepedia.com/api.php,generic,"!random"
theoutbreak,https://theoutbreak.gamepedia.com/api.php,generic,"!random"
nightcall,https://nightcall.gamepedia.com/api.php,generic,"!random"
decoonline,https://decoonline.gamepedia.com/api.php,generic,"!random"
chainedechoes,https://chainedechoes.gamepedia.com/api.php,generic,"!random"
dangergazers,https://dangergazers.gamepedia.com/api.php,generic,"!random"
hdpoker,https://hdpoker.gamepedia.com/api.php,generic,"!random"
eldenpathoftheforgotten,https://eldenpathoftheforgotten.gamepedia.com/api.php,generic,"!random"
madworld,https://madworld.gamepedia.com/api.php,generic,"!random"
littledragonscafe,https://littledragonscafe.gamepedia.com/api.php,generic,"!random"
warbrokersio,https://warbrokersio.gamepedia.com/api.php,generic,"!random"
darktrain,https://darktrain.gamepedia.com/api.php,generic,"!random"
babylonsfall,https://babylonsfall.gamepedia.com/api.php,generic,"!random"
ashesofoahu,https://ashesofoahu.gamepedia.com/api.php,generic,"!random"
skyhaven,https://skyhaven.gamepedia.com/api.php,generic,"!random"
decoherence,https://decoherence.gamepedia.com/api.php,generic,"!random"
dodopeak,https://dodopeak.gamepedia.com/api.php,generic,"!random"
cosmonautica,https://cosmonautica.gamepedia.com/api.php,generic,"!random"
monsterbreeder,https://monsterbreeder.gamepedia.com/api.php,generic,"!random"
skyclimbers,https://skyclimbers.gamepedia.com/api.php,generic,"!random"
talion,https://talion.gamepedia.com/api.php,generic,"!random"
rebelliousmillionarthur,https://rebelliousmillionarthur.gamepedia.com/api.php,generic,"!random"
projectnova,https://projectnova.gamepedia.com/api.php,generic,"!random"
outbuddies,https://outbuddies.gamepedia.com/api.php,generic,"!random"
tunic,https://tunic.gamepedia.com/api.php,generic,"!random"
battleofblades,https://battleofblades.gamepedia.com/api.php,generic,"!random"
crystalofreunion,https://crystalofreunion.gamepedia.com/api.php,generic,"!random"
shedreamselsewhere,https://shedreamselsewhere.gamepedia.com/api.php,generic,"!random"
rivworld,https://rivworld.gamepedia.com/api.php,generic,"!random"
jumpcore,https://jumpcore.gamepedia.com/api.php,generic,"!random"
fieldofgloryempires,https://fieldofgloryempires.gamepedia.com/api.php,generic,"!random"
contingent,https://contingent.gamepedia.com/api.php,generic,"!random"
alienblackout,https://alienblackout.gamepedia.com/api.php,generic,"!random"
flotsam,https://flotsam.gamepedia.com/api.php,generic,"!random"
conquerorsblade,https://conquerorsblade.gamepedia.com/api.php,generic,"!random"
maneater,https://maneater.gamepedia.com/api.php,generic,"!random"
alongwaydown,https://alongwaydown.gamepedia.com/api.php,generic,"!random"
destinyssword,https://destinyssword.gamepedia.com/api.php,generic,"!random"
touhoumod,https://touhoumod.gamepedia.com/api.php,generic,"!random"
spellswordcards,https://spellswordcards.gamepedia.com/api.php,generic,"!random"
starbase,https://starbase.gamepedia.com/api.php,generic,"!random"
herogenerations,https://herogenerations.gamepedia.com/api.php,generic,"!random"
beyondtwosouls,https://beyondtwosouls.gamepedia.com/api.php,generic,"!random"
quantumbreak,https://quantumbreak.gamepedia.com/api.php,generic,"!random"
starcrawlers,https://starcrawlers.gamepedia.com/api.php,generic,"!random"
pakkapets,https://pakkapets.gamepedia.com/api.php,generic,"!random"
asteroidsoutpost,https://asteroidsoutpost.gamepedia.com/api.php,generic,"!random"
thedwarves,https://thedwarves.gamepedia.com/api.php,generic,"!random"
fallguysultimateknockout,https://fallguysultimateknockout.gamepedia.com/api.php,generic,"!random"
maskofsemblance,https://maskofsemblance.gamepedia.com/api.php,generic,"!random"
irisandthegiant,https://irisandthegiant.gamepedia.com/api.php,generic,"!random"
cryingsuns,https://cryingsuns.gamepedia.com/api.php,generic,"!random"
harrypottermagicawakened,https://harrypottermagicawakened.gamepedia.com/api.php,generic,"!random"
thelandofpain,https://thelandofpain.gamepedia.com/api.php,generic,"!random"
manorvampire,https://manorvampire.gamepedia.com/api.php,generic,"!random"
matter,https://matter.gamepedia.com/api.php,generic,"!random"
wildbeyond,https://wildbeyond.gamepedia.com/api.php,generic,"!random"
agartha,https://agartha.gamepedia.com/api.php,generic,"!random"
fivekingdomsstories,https://fivekingdomsstories.gamepedia.com/api.php,generic,"!random"
firmament,https://firmament.gamepedia.com/api.php,generic,"!random"
insanerobots,https://insanerobots.gamepedia.com/api.php,generic,"!random"
devour,https://devour.gamepedia.com/api.php,generic,"!random"
techcorp,https://techcorp.gamepedia.com/api.php,generic,"!random"
deracine,https://deracine.gamepedia.com/api.php,generic,"!random"
epictavern,https://epictavern.gamepedia.com/api.php,generic,"!random"
fallback,https://fallback.gamepedia.com/api.php,generic,"!random"
spacebasestartopia,https://spacebasestartopia.gamepedia.com/api.php,generic,"!random"
dune,https://dune.gamepedia.com/api.php,generic,"!random"
crownsofpower,https://crownsofpower.gamepedia.com/api.php,generic,"!random"
blackskylands,https://blackskylands.gamepedia.com/api.php,generic,"!random"
battlefall,https://battlefall.gamepedia.com/api.php,generic,"!random"
brawlout,https://brawlout.gamepedia.com/api.php,generic,"!random"
paradisenever,https://paradisenever.gamepedia.com/api.php,generic,"!random"
legendsofhonor,https://legendsofhonor.gamepedia.com/api.php,generic,"!random"
beforeweleave,https://beforeweleave.gamepedia.com/api.php,generic,"!random"
infinitesimals,https://infinitesimals.gamepedia.com/api.php,generic,"!random"
snowtopia,https://snowtopia.gamepedia.com/api.php,generic,"!random"
frontier,https://frontier.gamepedia.com/api.php,generic,"!random"
torn,https://torn.gamepedia.com/api.php,generic,"!random"
salarymanescape,https://salarymanescape.gamepedia.com/api.php,generic,"!random"
damnview,https://damnview.gamepedia.com/api.php,generic,"!random"
projectawakening,https://projectawakening.gamepedia.com/api.php,generic,"!random"
godhood,https://godhood.gamepedia.com/api.php,generic,"!random"
infantryonline,https://infantryonline.gamepedia.com/api.php,generic,"!random"
cartoonstrike,https://cartoonstrike.gamepedia.com/api.php,generic,"!random"
lastfriend,https://lastfriend.gamepedia.com/api.php,generic,"!random"
columnae,https://columnae.gamepedia.com/api.php,generic,"!random"
jackaxe,https://jackaxe.gamepedia.com/api.php,generic,"!random"
daemonxmachina,https://daemonxmachina.gamepedia.com/api.php,generic,"!random"
ghostbustersworld,https://ghostbustersworld.gamepedia.com/api.php,generic,"!random"
dreadnautical,https://dreadnautical.gamepedia.com/api.php,generic,"!random"
caste,https://caste.gamepedia.com/api.php,generic,"!random"
tamarin,https://tamarin.gamepedia.com/api.php,generic,"!random"
preyforthegods,https://preyforthegods.gamepedia.com/api.php,generic,"!random"
fatetectonics,https://fatetectonics.gamepedia.com/api.php,generic,"!random"
seasonsofheaven,https://seasonsofheaven.gamepedia.com/api.php,generic,"!random"
magicmaker,https://magicmaker.gamepedia.com/api.php,generic,"!random"
everjane,https://everjane.gamepedia.com/api.php,generic,"!random"
aendis,https://aendis.gamepedia.com/api.php,generic,"!random"
riotcivilunrest,https://riotcivilunrest.gamepedia.com/api.php,generic,"!random"
ooblets,https://ooblets.gamepedia.com/api.php,generic,"!random"
mtgmmo,https://mtgmmo.gamepedia.com/api.php,generic,"!random"
projectwitchstone,https://projectwitchstone.gamepedia.com/api.php,generic,"!random"
kubifaktorium,https://kubifaktorium.gamepedia.com/api.php,generic,"!random"
projectz,https://projectz.gamepedia.com/api.php,generic,"!random"
create,https://create.gamepedia.com/api.php,generic,"!random"
mavericksprovinggrounds,https://mavericksprovinggrounds.gamepedia.com/api.php,generic,"!random"
theblackmasses,https://theblackmasses.gamepedia.com/api.php,generic,"!random"
chernobylite,https://chernobylite.gamepedia.com/api.php,generic,"!random"
ghostoftsushima,https://ghostoftsushima.gamepedia.com/api.php,generic,"!random"
generationzero,https://generationzero.gamepedia.com/api.php,generic,"!random"
twilightstar,https://twilightstar.gamepedia.com/api.php,generic,"!random"
whispersofamachine,https://whispersofamachine.gamepedia.com/api.php,generic,"!random"
nekonavy,https://nekonavy.gamepedia.com/api.php,generic,"!random"
phantomdoctrine,https://phantomdoctrine.gamepedia.com/api.php,generic,"!random"
golemgates,https://golemgates.gamepedia.com/api.php,generic,"!random"
decimation,https://decimation.gamepedia.com/api.php,generic,"!random"
timemachinevr,https://timemachinevr.gamepedia.com/api.php,generic,"!random"
decayoflogos,https://decayoflogos.gamepedia.com/api.php,generic,"!random"
blobleio,https://blobleio.gamepedia.com/api.php,generic,"!random"
